ID tarea,Código,Problema,Responsable,Dirección,Fecha de reporte,Tiempo en cuarentena,Estado,Resultado,Subtipo del resultado,Responsable,Dirección de origen
13665264,VBTC41324,Dañado,Tatiana,DN-0-027-008-02-01,2023-10-24 19:59:20,1 hs 11 min,Terminada,Dañado,Está roto,Camila,MS-0-014-031-04-01
13665260,WXYN21484,Dañado,julian,EQ-0-053-007-02-01,2023-10-24 19:59:04,1 hs 26 min,Terminada,Mal identificado,EAN divergente,Camila,QuP-0-001-000-00-00
13665256,IRQD86043,Dañado,ivan,EE-0-002-000-00-00,2023-10-24 19:57:51,13 min,Terminada,Reacondicionado,Packaging abollado/aplastado,Camila,QuP-0-001-000-00-00
13665206,DTYH29772,Dañado,nadia,EE-0-002-000-00-00,2023-10-24 19:50:06,4 hs 2 min,Terminada,En buen estado,En buen estado,Irina,QuP-0-001-000-00-00
13665205,DTYH29772,Dañado,nadia,EE-0-002-000-00-00,2023-10-24 19:50:06,4 hs 2 min,Terminada,En buen estado,En buen estado,Irina,QuP-0-001-000-00-00
13665204,DTYH29772,Dañado,nadia,EE-0-002-000-00-00,2023-10-24 19:50:06,4 hs 2 min,Terminada,En buen estado,En buen estado,Irina,QuP-0-001-000-00-00
13665203,DTYH29772,Dañado,nadia,EE-0-002-000-00-00,2023-10-24 19:50:05,4 hs 2 min,Terminada,En buen estado,En buen estado,Irina,QuP-0-001-000-00-00
13665195,PKFA81937,Dañado,yamila,DN-0-053-003-02-02,2023-10-24 19:48:14,1 hs 30 min,Terminada,Dañado,Está aplastado,Camila,QuP-0-001-000-00-00
13665170,ZUKG90221,Dañado,maria,LeT-0-001-000-00-00,2023-10-24 19:43:53,8 hs 33 min,Terminada,No encontrado,No encontrado,Irina,MS-0-018-028-02-05
13665162,HEVS23051,Dañado,Abel,KA-0-001-000-00-00,2023-10-24 19:41:29,1 hs 33 min,Terminada,Dañado,Está roto,Camila,QuP-0-001-000-00-00
13665150,ZBAZ66429,Dañado,pablo,EE-0-002-000-00-00,2023-10-24 19:38:21,42 min,Terminada,Reacondicionado,Packaging con corte,Gonzalo,QuP-0-001-000-00-00
13665068,GTQV36495,Dañado,ximena,EE-0-002-000-00-00,2023-10-24 19:21:12,59 min,Terminada,Reacondicionado,Packaging con corte,Camila,QuP-0-001-000-00-00
13665067,GTQV36495,Dañado,ximena,EE-0-002-000-00-00,2023-10-24 19:21:12,1 hs,Terminada,Reacondicionado,Packaging con corte,Camila,QuP-0-001-000-00-00
13665065,KRSH85346,Dañado,facundo,HB-3-002-024-01-05,2023-10-24 19:20:58,9 hs 15 min,Terminada,Reacondicionado,Packaging abollado/aplastado,Enzo,HB-3-002-024-01-05
13665064,AGEZ57170,Dañado,xoana,EE-0-002-000-00-00,2023-10-24 19:20:44,2 hs 32 min,Terminada,Reacondicionado,Packaging con corte,Gonzalo,MS-2-041-012-03-01
13665058,ZNFW21935,Dañado,jennifer,EE-0-002-000-00-00,2023-10-24 19:20:07,1 hs 1 min,Terminada,Reacondicionado,Packaging con corte,Gonzalo,QuP-0-001-000-00-00
13665011,PPBH56496,Dañado,xoana,MS-2-042-031-01-02,2023-10-24 19:13:27,2 hs 30 min,Terminada,Reacondicionado,Packaging con corte,Gonzalo,MS-2-042-031-01-02
13665003,IFQB35304,Dañado,NADIA,EE-0-002-000-00-00,2023-10-24 19:11:13,58 min,Terminada,Reacondicionado,Packaging con corte,Camila,QuP-0-001-000-00-00
13664984,ZWDF18610,Dañado,jonathan,MS-1-003-020-03-02,2023-10-24 19:08:46,2 hs 24 min,Terminada,Reacondicionado,Packaging con corte,Gonzalo,MS-1-003-020-03-02
13664962,TZMY41307,Dañado,Yoel,DN-0-053-003-03-02,2023-10-24 19:05:37,13 hs 26 min,Terminada,Dañado,Faltan componentes,JUAN,MS-1-027-036-02-02
13664955,TAEG85474,Dañado,Celeste,MS-0-003-041-01-04,2023-10-24 18:59:56,1 hs 34 min,Terminada,Reacondicionado,Packaging con corte,Camila,MS-0-003-041-01-04
13664806,QFQV77013,Dañado,Camila,MS-1-044-040-01-03,2023-10-24 18:47:25,2 hs 31 min,Terminada,En buen estado,En buen estado,Gonzalo,MS-1-044-040-01-03
13664658,VYEK34553,Dañado,noelia,DN-0-027-008-03-01,2023-10-24 18:33:00,2 hs 41 min,Terminada,Dañado,Está roto,Camila,MS-0-014-008-01-01
13664622,UWLM72976,Dañado,jorge,MS-2-042-016-03-02,2023-10-24 18:29:16,3 hs 13 min,Terminada,Reacondicionado,Packaging con corte,Gonzalo,MS-2-042-016-03-02
13664594,OKDI74416,Dañado,CAMILA,EE-0-002-000-00-00,2023-10-24 18:23:14,1 hs 57 min,Terminada,Reacondicionado,Packaging mojado,Camila,QuP-0-001-000-00-00
13664582,KKTX03680,Dañado,Camila,ES-0-049-026-03-01,2023-10-24 18:20:37,2 hs 7 min,Terminada,Reacondicionado,Packaging con corte,Gonzalo,ES-0-049-026-03-01
13664557,QIVS99375,Dañado,AGUSTINA,EE-0-002-000-00-00,2023-10-24 18:18:19,1 hs 52 min,Terminada,Reacondicionado,Packaging abollado/aplastado,Camila,QuP-0-001-000-00-00
13664556,FKRN89301,No apto,Gonzalo,MA-3-001-006-03-05,2023-10-24 18:18:19,9 min,Terminada,No apto,No apto,Gonzalo,HB-3-003-050-01-05
13664553,MLVG23940,No apto,Gonzalo,MA-3-001-006-03-05,2023-10-24 18:17:34,10 min,Terminada,No apto,No apto,Gonzalo,HB-3-001-054-03-04
13664546,CJBY23938,No apto,Gonzalo,MA-3-001-006-03-05,2023-10-24 18:16:43,11 min,Terminada,No apto,No apto,Gonzalo,HB-3-002-011-02-04
13655320,GOCJ69787,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-003-02-03
13655319,GOCJ69787,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-003-02-03
13655318,GOCJ69787,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-003-02-03
13655317,GOCJ69787,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-003-02-03
13655316,GOCJ69787,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-003-02-03
13655315,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655314,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655313,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655312,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655311,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655310,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655309,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655308,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655307,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13655306,BPGQ23509,Vencido,Luis,MA-0-022-023-02-01,2023-10-24 0:00:37,25 min,Terminada,Vencido,Está próximo a vencer,Irina,MS-0-007-002-02-05
13654770,ZMBE74722,Dañado,Antonella,DN-0-053-003-02-01,2023-10-23 23:54:51,5 hs 11 min,Terminada,Dañado,Faltan componentes,Irina,QuP-0-001-000-00-00
13654769,WDWD16963,Otros,Enzo,DN-0-027-008-01-01,2023-10-23 23:54:15,1 hs 3 min,Terminada,Otros,Otros,Irina,MS-0-016-012-01-03
13654758,TEEH71261,Dañado,nicole,EE-0-002-000-00-00,2023-10-23 23:51:52,1 hs 31 min,Terminada,Reacondicionado,Packaging con corte,Irina,QuP-0-001-000-00-00
13654756,WBTY70653,Dañado,Mariel,KA-0-001-000-00-00,2023-10-23 23:51:42,1 hs 4 min,Terminada,Dañado,Está roto,Irina,MS-0-004-009-02-03
13654725,KGAL75443,Dañado,daniela,DN-0-027-010-01-01,2023-10-23 23:46:34,2 hs 24 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654702,UQHM82297,Dañado,daniela,DN-0-027-010-01-01,2023-10-23 23:41:50,2 hs 29 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654679,ZGOW09582,Dañado,Camila,KA-0-001-000-00-00,2023-10-23 23:36:30,1 hs 19 min,Terminada,Dañado,Está roto,Irina,MS-0-005-078-02-01
13654670,JGZI43281,Dañado,romina,EE-0-002-000-00-00,2023-10-23 23:34:59,55 min,Terminada,Reacondicionado,Packaging con corte,bianca,QuP-0-001-000-00-00
13654477,WMCU30172,Dañado,Alejo,EK-0-013-009-01-02,2023-10-23 23:15:31,4 hs 43 min,Terminada,Reacondicionado,Packaging con corte,Irina,ES-0-013-009-01-02
13654475,WOCN23652,Dañado,Lucia,EE-0-002-000-00-00,2023-10-23 23:15:29,1 hs 50 min,Terminada,Reacondicionado,Packaging con corte,bianca,QuP-0-001-000-00-00
13654472,UXOW29084,Dañado,maira,KA-0-001-000-00-00,2023-10-23 23:14:34,2 hs 49 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654470,CECP72331,Dañado,Cleiton,DN-0-053-003-01-02,2023-10-23 23:14:08,2 hs 59 min,Terminada,Dañado,Está roto,bianca,MS-2-042-015-01-02
13654461,NIDL71453,Dañado,Brian,EE-0-002-000-00-00,2023-10-23 23:13:05,1 hs 46 min,Terminada,Reacondicionado,Packaging con corte,Irina,MS-0-006-051-01-04
13654438,RJUL27885,Dañado,agustina,EE-0-002-000-00-00,2023-10-23 23:08:49,2 hs 5 min,Terminada,Reacondicionado,Packaging con corte,bianca,QuP-0-001-000-00-00
13654431,QJAH30089,Dañado,Facundo,DN-0-053-003-02-02,2023-10-23 23:07:46,3 hs 6 min,Terminada,Dañado,Está aplastado,bianca,QuP-0-001-000-00-00
13654423,DYWI64852,Dañado,marcelo,DN-0-027-008-01-01,2023-10-23 23:05:24,1 hs 52 min,Terminada,Dañado,Está roto,Irina,MS-0-021-023-03-05
13654365,HOEU31586,Dañado,florencia,DN-0-053-003-01-02,2023-10-23 22:58:08,3 hs 15 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654351,HEVS23051,Dañado,Nicolas,KA-0-001-000-00-00,2023-10-23 22:53:11,3 hs 11 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654344,EJKM00919,Dañado,sabrina,KA-0-001-000-00-00,2023-10-23 22:52:14,3 hs 12 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654343,EJKM00919,Dañado,sabrina,KA-0-001-000-00-00,2023-10-23 22:52:14,3 hs 12 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654319,PNDH41213,Dañado,Franco,EE-0-002-000-00-00,2023-10-23 22:46:58,25 min,Terminada,Reacondicionado,Packaging con corte,Denise,QuP-0-001-000-00-00
13654303,EVIU24378,Dañado,Ulises,KA-0-001-000-00-00,2023-10-23 22:44:05,2 hs 11 min,Terminada,Dañado,Está roto,Irina,MS-0-005-074-03-03
13654301,IFMU65619,Dañado,mariel,EE-0-002-000-00-00,2023-10-23 22:42:53,37 min,Terminada,Reacondicionado,Packaging con corte,Denise,QuP-0-001-000-00-00
13654290,JSVO81959,Dañado,Luciana,KA-0-001-000-00-00,2023-10-23 22:39:18,3 hs 25 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654286,FAYB76000,Dañado,daniela,DN-0-027-010-01-01,2023-10-23 22:38:00,3 hs 32 min,Terminada,Dañado,Está mojado,bianca,QuP-0-001-000-00-00
13654279,QXII01788,Dañado,magali,MS-2-001-006-01-04,2023-10-23 22:37:05,1 hs 59 min,Terminada,Reacondicionado,Packaging con corte,bianca,MS-2-001-006-01-04
13654226,EALS47976,Dañado,Luciana,KA-0-001-000-00-00,2023-10-23 22:27:21,3 hs 37 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654187,WMCU30172,Dañado,jacqueline,EE-0-002-000-00-00,2023-10-23 22:22:35,44 min,Terminada,Reacondicionado,Packaging con corte,Denise,QuP-0-001-000-00-00
13654172,CNFX22749,Dañado,liz,EE-0-002-000-00-00,2023-10-23 22:20:52,3 hs 15 min,Terminada,Reacondicionado,Packaging con corte,Irina,MS-0-005-030-02-02
13654168,JIFM52927,Dañado,daniela,MS-2-043-004-01-01,2023-10-23 22:20:04,2 hs 30 min,Terminada,Reacondicionado,Packaging con corte,bianca,MS-2-043-004-01-01
13654136,SSNN10057,Dañado,adrian,MS-1-033-009-01-04,2023-10-23 22:10:07,2 hs 53 min,Terminada,Reacondicionado,Packaging con corte,Irina,MS-1-033-009-01-04
13654125,VIXK82877,Dañado,carlos,EE-0-002-000-00-00,2023-10-23 22:04:56,1 hs 9 min,Terminada,Reacondicionado,Packaging con corte,Denise,QuP-0-001-000-00-00
13654090,ECQE84692,Dañado,macarena,DN-0-027-010-02-01,2023-10-23 21:53:34,4 hs 12 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13654044,FHCP33324,Dañado,Luciana,DN-0-027-010-01-01,2023-10-23 21:43:20,4 hs 26 min,Terminada,Dañado,Está mojado,bianca,QuP-0-001-000-00-00
13654038,BEXG34887,Dañado,contreras,MS-2-036-040-02-01,2023-10-23 21:41:08,2 hs 59 min,Terminada,Reacondicionado,Packaging con corte,bianca,MS-2-036-040-02-01
13654023,WGDP58466,Dañado,ezequiel,EE-0-002-000-00-00,2023-10-23 21:38:07,19 min,Terminada,Reacondicionado,Packaging con corte,Axel,QuP-0-001-000-00-00
13654009,CTZK82588,Dañado,ezequiel,EE-0-002-000-00-00,2023-10-23 21:35:12,21 min,Terminada,Reacondicionado,Packaging con corte,Axel,QuP-0-001-000-00-00
13654001,SAST68831,Dañado,franco,KA-0-001-000-00-00,2023-10-23 21:33:42,15 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653996,YETP35583,Dañado,Luciana,DN-0-053-003-01-02,2023-10-23 21:32:00,20 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653994,RLGO43912,Dañado,felix,KA-0-001-000-00-00,2023-10-23 21:31:46,16 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653986,BSND71261,Dañado,Mariana,KA-0-001-000-00-00,2023-10-23 21:30:48,15 min,Terminada,Dañado,Está roto,Mariana,MS-0-002-058-02-01
13653977,JHHZ51458,Dañado,Rocio,EE-0-002-000-00-00,2023-10-23 21:28:48,1 hs 39 min,Terminada,Reacondicionado,Packaging con corte,Denise,QuP-0-001-000-00-00
13653969,XWBR70567,Dañado,jorge,MS-1-040-008-03-04,2023-10-23 21:25:49,3 hs 39 min,Terminada,Reacondicionado,Packaging con corte,Irina,MS-1-040-008-03-04
13653943,IVWT82574,Dañado,lisandro,EE-0-002-000-00-00,2023-10-23 21:20:14,17 min,Terminada,Reacondicionado,Packaging con corte,Axel,QuP-0-001-000-00-00
13653937,YJPM33638,Dañado,facundo,MS-0-008-061-03-05,2023-10-23 21:19:39,9 min,Terminada,En buen estado,En buen estado,Mariana,MS-0-008-061-03-05
13653926,XJIA60475,Dañado,facundo,MS-0-002-058-02-01,2023-10-23 21:17:46,13 min,Terminada,En buen estado,En buen estado,Mariana,MS-0-002-058-02-01
13653887,VGDI56551,Dañado,facundo,MS-0-002-055-02-02,2023-10-23 21:16:28,16 min,Terminada,En buen estado,En buen estado,Mariana,MS-0-002-055-02-02
13653885,JUVR04543,Mal identificado,Paula,EQ-0-053-007-02-02,2023-10-23 21:16:16,2 hs 48 min,Terminada,Mal identificado,SKV divergente,Denise,MS-2-013-039-02-01
13653878,TFCH38939,Dañado,ana,EE-0-002-000-00-00,2023-10-23 21:15:24,28 min,Terminada,Reacondicionado,Packaging con corte,Axel,QuP-0-001-000-00-00
13653877,DGDP47026,Dañado,facundo,MS-0-002-056-01-04,2023-10-23 21:15:16,16 min,Terminada,En buen estado,En buen estado,Mariana,MS-0-002-056-01-04
13653826,YDKO90767,Dañado,ELÍAS,EE-0-002-000-00-00,2023-10-23 21:11:01,2 hs 15 min,Terminada,Reacondicionado,Packaging con corte,Denise,QuP-0-001-000-00-00
13653796,OICO91706,Dañado,Luciana,KA-0-001-000-00-00,2023-10-23 21:10:52,37 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653770,EJKM00919,Dañado,Luciana,KA-0-001-000-00-00,2023-10-23 21:08:53,39 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653765,DQGX81698,Dañado,elizabeth,KA-0-001-000-00-00,2023-10-23 21:07:31,38 min,Terminada,Dañado,Está roto,Mariana,MS-0-007-036-01-05
13653748,MVTQ63828,Dañado,aguero,MS-2-013-013-01-02,2023-10-23 21:04:58,21 min,Terminada,Reacondicionado,Packaging con corte,Mariana,MS-2-013-013-01-02
13653747,FJHR98793,Dañado,franco,KA-0-001-000-00-00,2023-10-23 21:04:54,45 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653738,LXAQ51277,Dañado,facundo,MS-0-004-062-02-05,2023-10-23 21:01:37,28 min,Terminada,Reacondicionado,Packaging con corte,Mariana,MS-0-004-062-02-05
13653733,YQUL23702,Dañado,Alejandro,MS-2-033-035-01-05,2023-10-23 20:59:51,24 min,Terminada,Reacondicionado,Packaging con corte,Axel,MS-2-033-035-01-05
13653732,JMYB74162,Dañado,cintia,KA-0-001-000-00-00,2023-10-23 20:59:36,47 min,Terminada,Dañado,Está roto,Mariana,QuP-0-001-000-00-00
13653726,LIDP17875,Dañado,ELÍAS,DN-0-027-008-02-01,2023-10-23 20:57:37,3 hs 59 min,Terminada,Dañado,Está roto,Irina,QuP-0-001-000-00-00
13653722,TUDF24776,Dañado,cristian,KA-0-001-000-00-00,2023-10-23 20:57:01,49 min,Terminada,Dañado,Está roto,Mariana,MS-0-010-003-02-04
13653708,JHLX45960,Dañado,Eliana,DN-0-027-010-01-01,2023-10-23 20:54:08,5 hs 16 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13653703,VLOI62594,Dañado,facundo,MS-0-022-063-02-05,2023-10-23 20:53:07,34 min,Terminada,En buen estado,En buen estado,Mariana,MS-0-022-063-02-05
13653690,KGYT42410,Dañado,torres,EK-0-014-021-01-01,2023-10-23 20:51:34,12 min,Terminada,Reacondicionado,Packaging con corte,Axel,ES-0-014-021-01-01
13653689,ZHYF41896,Dañado,ulises,KA-0-001-000-00-00,2023-10-23 20:51:06,55 min,Terminada,Dañado,Está roto,Mariana,MS-0-003-010-04-04
13653688,AJUW03835,Dañado,facundo,ES-0-027-062-01-01,2023-10-23 20:50:48,22 min,Terminada,Reacondicionado,Packaging mojado,Axel,ES-0-027-062-01-01
13653669,KPKQ62491,Otros,Walter,MS-0-014-034-03-02,2023-10-23 20:48:37,54 min,Terminada,En buen estado,En buen estado,Mariana,MS-0-014-034-03-02
13653665,QYDO54937,Dañado,thiago,EE-0-002-000-00-00,2023-10-23 20:47:34,22 min,Terminada,Reacondicionado,Packaging con corte,Axel,QuP-0-001-000-00-00
13653658,MCEP37637,Mal identificado,Axel,MA-0-053-073-03-01,2023-10-23 20:46:23,2 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Axel,MS-2-040-008-03-01
13653657,MCEP37637,Mal identificado,Axel,MA-0-053-073-03-01,2023-10-23 20:46:23,2 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Axel,MS-2-040-008-03-01
13653656,MCEP37637,Mal identificado,Axel,MA-0-053-073-03-01,2023-10-23 20:46:23,2 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Axel,MS-2-040-008-03-01
13653655,MCEP37637,Mal identificado,Axel,MA-0-053-073-03-01,2023-10-23 20:46:23,2 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Axel,MS-2-040-008-03-01
13653654,MCEP37637,Mal identificado,Axel,MA-0-053-073-03-01,2023-10-23 20:46:23,2 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Axel,MS-2-040-008-03-01
13653652,PKBL95935,Dañado,Keila,DN-0-053-003-01-02,2023-10-23 20:46:12,33 min,Terminada,Dañado,Está mojado,Axel,MS-1-039-085-02-03
13653651,PKBL95935,Dañado,Keila,DN-0-053-003-01-02,2023-10-23 20:46:12,33 min,Terminada,Dañado,Está mojado,Axel,MS-1-039-085-02-03
13653629,KNKM97954,Dañado,camila,KA-0-001-000-00-00,2023-10-23 20:43:24,1 hs 3 min,Terminada,Dañado,Está roto,Mariana,QuP-0-001-000-00-00
13653628,KNKM97954,Dañado,camila,KA-0-001-000-00-00,2023-10-23 20:43:24,1 hs 5 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653594,MCEP37637,Dañado,ezequiel,MA-0-053-073-03-01,2023-10-23 20:35:53,13 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Axel,QuP-0-001-000-00-00
13653593,MCEP37637,Dañado,ezequiel,MA-0-053-073-03-01,2023-10-23 20:35:53,13 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Axel,QuP-0-001-000-00-00
13653590,RBIP91383,Dañado,Facundo,MS-2-021-044-01-03,2023-10-23 20:35:16,47 min,Terminada,En buen estado,En buen estado,Mariana,MS-2-021-044-01-03
13653585,RBIP91383,Dañado,Facundo,MS-2-021-044-01-03,2023-10-23 20:34:52,48 min,Terminada,En buen estado,En buen estado,Mariana,MS-2-021-044-01-03
13653569,KXIO33039,Dañado,melisa,DN-0-027-008-02-01,2023-10-23 20:30:58,1 hs 19 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653568,OMSQ88116,Dañado,Barbara,KA-0-001-000-00-00,2023-10-23 20:30:16,23 min,Terminada,Dañado,Está roto,Antonela,QuP-0-001-000-00-00
13653538,MDOH01262,Dañado,Franco,EE-0-002-000-00-00,2023-10-23 20:24:53,17 min,Terminada,Reacondicionado,Packaging mojado,Axel,QuP-0-001-000-00-00
13653497,PVEL60680,Dañado,martina,KA-0-001-000-00-00,2023-10-23 20:14:47,1 hs 31 min,Terminada,Dañado,Está roto,Mariana,QuP-0-001-000-00-00
13653495,CFBB81963,Dañado,ulises,KA-0-001-000-00-00,2023-10-23 20:14:24,39 min,Terminada,Dañado,Está roto,Antonela,MS-0-007-021-03-01
13653491,RPIM42614,Dañado,melisa,EE-0-002-000-00-00,2023-10-23 20:12:45,1 hs 29 min,Terminada,Reacondicionado,Packaging con corte,Axel,QuP-0-001-000-00-00
13653489,WGJR52650,Dañado,marcelo,EE-0-002-000-00-00,2023-10-23 20:12:20,50 min,Terminada,Reacondicionado,Packaging con corte,Mariana,QuP-0-001-000-00-00
13653476,LESW62368,Dañado,maximiliano,KA-0-001-000-00-00,2023-10-23 20:09:44,1 hs 37 min,Terminada,Dañado,Está roto,Mariana,QuP-0-001-000-00-00
13653462,JWZL53137,Dañado,Abel,KA-0-001-000-00-00,2023-10-23 20:06:50,1 hs 40 min,Terminada,Dañado,Está roto,Mariana,QuP-0-001-000-00-00
13653459,OWZF85490,Dañado,Ulises,MS-0-021-059-02-04,2023-10-23 20:05:20,25 min,Terminada,Reacondicionado,Packaging abollado/aplastado,Antonela,MS-0-021-059-02-04
13653451,DQGX81698,Dañado,alicia,KA-0-001-000-00-00,2023-10-23 20:02:01,53 min,Terminada,Dañado,Está roto,Antonela,QuP-0-001-000-00-00
13653450,DQGX81698,Dañado,alicia,KA-0-001-000-00-00,2023-10-23 20:02:00,53 min,Terminada,Dañado,Está roto,Antonela,QuP-0-001-000-00-00
13653449,KPKQ62491,Dañado,Sofia,KA-0-001-000-00-00,2023-10-23 20:01:56,1 hs 45 min,Terminada,Dañado,Está roto,Mariana,MS-0-014-034-03-02
13653448,CNFX22749,Dañado,juan,DN-0-027-010-02-01,2023-10-23 20:00:58,6 hs 5 min,Terminada,Dañado,Está roto,bianca,QuP-0-001-000-00-00
13653429,ORJW19780,Dañado,MARIO,EE-0-002-000-00-00,2023-10-23 19:58:56,1 hs 7 min,Terminada,Reacondicionado,Packaging con corte,Axel,ES-0-011-063-01-02
13653409,QNRT70844,Dañado,luis,KA-0-001-000-00-00,2023-10-23 19:54:29,59 min,Terminada,Dañado,Está roto,Antonela,MS-0-003-021-04-01
13653404,EJKM00919,Dañado,Naomi,KA-0-001-000-00-00,2023-10-23 19:52:52,1 hs 2 min,Terminada,Dañado,Está roto,Antonela,QuP-0-001-000-00-00
13653374,GBNH48943,Dañado,Axel,MS-2-039-054-04-03,2023-10-23 19:46:48,37 seg,Terminada,Reacondicionado,Producto incompleto,Axel,MS-2-039-054-04-03
13653373,AQYN13310,Dañado,martin,DN-0-027-008-03-01,2023-10-23 19:46:12,45 min,Terminada,Dañado,Está aplastado,Axel,QuP-0-001-000-00-00
13653352,NWXH90947,Dañado,aguero,MS-1-038-054-03-05,2023-10-23 19:43:52,9 min,Terminada,Reacondicionado,Packaging con corte,Axel,MS-1-038-054-03-05
13653327,HEVS23051,Dañado,AGUSTINA,KA-0-001-000-00-00,2023-10-23 19:41:30,16 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653299,HNZJ70956,Mal identificado,torres,HB-3-004-008-02-04,2023-10-23 19:36:29,4 hs 11 min,Terminada,En buen estado,En buen estado,Denise,HB-3-004-008-02-04
13653287,KNKM97954,Dañado,Naomi,KA-0-001-000-00-00,2023-10-23 19:34:16,23 min,Terminada,Dañado,Está roto,Axel,QuP-0-001-000-00-00
13653277,GBBH85488,Dañado,franco,DN-0-027-008-01-01,2023-10-23 19:33:15,1 hs 23 min,Terminada,Dañado,Está mojado,Antonela,QuP-0-001-000-00-00
13653235,OCHQ68041,Otros,juan,DN-0-027-008-03-01,2023-10-23 19:29:17,1 hs 3 min,Terminada,Otros,Otros,Axel,MS-0-007-032-01-01
13653220,OVBE79095,Dañado,Keila,MS-2-039-021-01-02,2023-10-23 19:26:19,15 min,Terminada,Reacondicionado,Packaging con corte,Axel,MS-2-039-021-01-02
13653217,DTYH85777,Mal identificado,Paula,MA-0-022-030-02-04,2023-10-23 19:25:09,33 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-0-014-012-02-04
13653211,TMML86299,Mal identificado,Paula,MA-0-022-031-03-03,2023-10-23 19:24:42,34 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-0-014-012-02-04
13653210,TMML86299,Mal identificado,Paula,MA-0-022-031-03-03,2023-10-23 19:24:42,34 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-0-014-012-02-04
